tweet_id,img_num,predicted_breed,confidence_score,is_dog,timestamp,text,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,retweet_count,favorite_count
666362758909284353,14,guinea_pig,0.996496,False,2015-11-16 21:10:36+00:00,unique dog here. very small. lives in container of frosted flakes (?). short legs. must be rare 6/10 would still pet https://t.co/xmd9cwjenm,6,10,None,None,None,None,None,469,648
666373753744588802,14,soft-coated_wheaten_terrier,0.326467,True,2015-11-16 21:54:18+00:00,those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uhxrpkueyl,11,10,None,None,None,None,None,73,163
666396247373291520,14,Chihuahua,0.978108,True,2015-11-16 23:23:41+00:00,oh goodness. a super rare northeast qdoba kangaroo mix. massive feet. no pouch (disappointing). seems alert. 9/10 https://t.co/dc7b0e8qfe,14,10,None,None,None,None,None,69,147
666407126856765440,14,black-and-tan_coonhound,0.529139,True,2015-11-17 00:06:54+00:00,this is a southern vesuvius bumblegruff. can drive a truck (wow). made friends with 5 other nifty dogs (neat). 7/10 https://t.co/loptbkka8h,10,10,a,None,None,None,None,30,93
666411507551481857,14,coho,0.40464,False,2015-11-17 00:24:19+00:00,this is quite the dog. gets really excited when not in water. not very soft tho. bad at fetch. can't do tricks. 2/10 https://t.co/amctnwo94t,2,10,quite,None,None,None,None,262,371
666418789513326592,14,toy_terrier,0.14968,True,2015-11-17 00:53:15+00:00,this is walter. he is an alaskan terrapin. loves outdated bandanas. one ear still working. cool house plant. 10/10 https://t.co/qxpcwentvn,10,10,Walter,None,None,None,None,39,107
666421158376562688,14,Blenheim_spaniel,0.906777,True,2015-11-17 01:02:40+00:00,*internally screaming* 12/10 https://t.co/ymcrxc2y6r,12,10,None,None,None,None,None,91,272
666428276349472768,14,Pembroke,0.371361,True,2015-11-17 01:30:57+00:00,here we have an austrian pulitzer. collectors edition. levitates (?). 7/10 would garden with https://t.co/nmqq6higlk,10,10,None,None,None,None,None,67,139
666430724426358785,14,llama,0.505184,False,2015-11-17 01:40:41+00:00,oh boy what a pup! sunglasses take this one to the next level. weirdly folds front legs. pretty big. 6/10 https://t.co/yecbfrsarm,6,10,None,None,None,None,None,160,278
666435652385423360,14,Chesapeake_Bay_retriever,0.18413000000000002,True,2015-11-17 02:00:15+00:00,"""can you behave? you're ruining my wedding day""
dog: idgaf this flashlight tastes good as hell

10/10 https://t.co/glfzpzqceu",10,10,None,None,None,None,None,42,138
666437273139982337,14,Chihuahua,0.671853,True,2015-11-17 02:06:42+00:00,here we see a lone northeastern cumberbatch. half ladybug. only builds with bricks. very confident with body. 7/10 https://t.co/7ltjbs0gpk,10,10,None,None,None,None,None,40,106
666447344410484738,14,curly-coated_retriever,0.322084,True,2015-11-17 02:46:43+00:00,this is scout. she is a black downton abbey. isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kh60oka1hw,14,10,Scout,None,None,None,None,19,90
666454714377183233,14,dalmatian,0.278954,True,2015-11-17 03:16:00+00:00,i'll name the dogs from now on. this is kreggory. he does parkour. 10/10 https://t.co/upqpexacua,10,10,Kreggory,None,None,None,None,179,448
666644823164719104,14,Ibizan_hound,0.0443334,True,2015-11-17 15:51:26+00:00,this is jimothy. he is a botwanian gouda. can write (impressive). very erect tail. still looking for hoco date. 9/10 https://t.co/lekzjzxesq,14,10,Jimothy,None,None,None,None,69,208
666649482315059201,14,Border_collie,0.4478029999999999,True,2015-11-17 16:09:56+00:00,cool dog. enjoys couch. low monotone bark. very nice kicks. pisses milk (must be rare). can't go down stairs. 4/10 https://t.co/vxmkrjc81s,13,10,None,None,None,None,None,524,993
666691418707132416,14,German_shepherd,0.975401,True,2015-11-17 18:56:35+00:00,this is christoper. he is a spotted penne. can easily navigate stairs. 8/10 https://t.co/bg4tqvvkuf,8,10,Christoper,None,None,None,None,42,161
666701168228331520,14,Labrador_retriever,0.887707,True,2015-11-17 19:35:19+00:00,this is a golden buckminsterfullerene named johm. drives trucks. lumberjack (?). enjoys wall. 8/10 would hug softly https://t.co/uqbzjm2dqb,8,10,a,None,None,None,None,182,371
666739327293083650,14,miniature_poodle,0.546933,True,2015-11-17 22:06:57+00:00,this is lugan. he is a bohemian rhapsody. very confused dog. thinks his name is rocky. not amused by the snows 10/10 https://t.co/ti3ufldhbi,10,10,Lugan,None,None,None,None,12,209
666776908487630848,14,seat_belt,0.375057,False,2015-11-18 00:36:17+00:00,this is josep. he is a rye manganese mix. can drive w eyes closed. very irresponsible. menace on the roadways. 5/10 https://t.co/xngedwrtyh,5,10,Josep,None,None,None,None,150,305
666781792255496192,14,Italian_greyhound,0.618316,True,2015-11-18 00:55:42+00:00,this is a purebred bacardi named octaviath. can shoot spaghetti out of mouth. 10/10 https://t.co/uevsglofha,10,10,a,None,None,None,None,168,326
666786068205871104,14,snail,0.999888,False,2015-11-18 01:12:41+00:00,unfamiliar with this breed. ears pointy af. won't let go of seashell. won't eat kibble. not very fast. bad dog 2/10 https://t.co/ein5kely1s,2,10,None,None,None,None,None,410,658
666804364988780544,14,English_setter,0.328792,True,2015-11-18 02:25:23+00:00,this is jockson. he is a pinnacle sagittarius. fancy bandana. enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/rdkbaoepdk,8,10,Jockson,None,None,None,None,79,206
666817836334096384,14,miniature_schnauzer,0.496953,True,2015-11-18 03:18:55+00:00,this is jeph. he is a german boston shuttlecock. enjoys couch. lost body during french revolution. true hero 9/10 https://t.co/8whlkyw3mo,14,10,Jeph,None,None,None,None,212,444
666826780179869698,14,Maltese_dog,0.359383,True,2015-11-18 03:54:28+00:00,12/10 simply brilliant pup https://t.co/v6zzg45zzg,12,10,None,None,None,None,None,79,220
666835007768551424,14,Airedale,0.448459,True,2015-11-18 04:27:09+00:00,these are peruvian feldspars. their names are cupit and prencer. both resemble rand paul. sick outfits 10/10 &amp; 10/10 https://t.co/znemhbsas1,10,10,None,None,None,None,None,66,185
666837028449972224,14,triceratops,0.4421129999999999,False,2015-11-18 04:35:11+00:00,my goodness. very rare dog here. large. tail dangerous. kinda fat. only eats leaves. doesn't come when called 3/10 https://t.co/xygdbrms9h,3,10,None,None,None,None,None,473,703
666983947667116034,14,swab,0.589446,False,2015-11-18 14:18:59+00:00,this is a curly ticonderoga named pepe. no feet. loves to jet ski. 11/10 would hug until forever https://t.co/cydfak8nbc,11,10,a,None,None,None,None,847,2250
666996132027977728,14,hay,0.507637,False,2015-11-18 15:07:24+00:00,this is carll. he wants to be a donkey. but also a soccer star. dreams big. 10/10 https://t.co/svpnbhaimk,10,10,Carll,None,None,None,None,79,214
667012601033924608,14,hyena,0.9872299999999999,False,2015-11-18 16:12:51+00:00,this is klevin. he laughs a lot. very cool dog. 9/10 https://t.co/batabpnv0m,14,10,Klevin,None,None,None,None,187,394
667044094246576128,14,golden_retriever,0.765266,True,2015-11-18 18:17:59+00:00,12/10 gimme now https://t.co/qzanwgnomb,12,10,None,None,None,None,None,43,163
667062181243039745,14,Chesapeake_Bay_retriever,0.825678,True,2015-11-18 19:29:52+00:00,this is keet. he is a floridian amukamara. absolutely epic propeller hat. pristine tongue. nice plaid. 10/10 https://t.co/tz1lpuvxla,10,10,Keet,None,None,None,None,14,192
667065535570550784,14,jigsaw_puzzle,0.560001,False,2015-11-18 19:43:11+00:00,here we have a hufflepuff. loves vest. eyes wide af. flaccid tail. matches carpet. always a little blurry. 8/10 https://t.co/7jdgvqdnvr,8,10,None,None,None,None,None,40,143
667073648344346624,14,Chihuahua,0.4836819999999999,True,2015-11-18 20:15:26+00:00,here is dave. he is actually just a skinny legged seal. happy birthday dave. 10/10 https://t.co/dpsamreurq,10,10,Dave,None,None,None,None,104,351
667090893657276420,14,Chihuahua,0.959514,True,2015-11-18 21:23:57+00:00,this is clybe. he is an anemone valdez. one ear works. can look in 2 different directions at once. tongue slip. 7/10 https://t.co/ks0jztdirr,10,10,Clybe,None,None,None,None,106,287
667119796878725120,14,Pembroke,0.741563,True,2015-11-18 23:18:48+00:00,this is gabe. he is a southern baklava. gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3lzrjzg3bj,10,10,Gabe,None,None,None,None,106,286
667138269671505920,14,West_Highland_white_terrier,0.747713,True,2015-11-19 00:32:12+00:00,extremely intelligent dog here. has learned to walk like human. even has his own dog. very impressive 10/10 https://t.co/0dvhamda4v,10,10,None,None,None,None,None,1874,4013
667152164079423490,14,toy_poodle,0.535411,True,2015-11-19 01:27:25+00:00,this is pipsy. he is a fluffball. enjoys traveling the sea &amp; getting tangled in leash. 12/10 i would kill for pipsy https://t.co/h9r0ewkd9x,12,10,Pipsy,None,None,None,None,14617,42260
667160273090932737,14,golden_retriever,0.471351,True,2015-11-19 01:59:39+00:00,this is bradlay. he is a ronaldinho matsuyama mix. can also mountain bike (wow). loves that blue light lime. 11/10 https://t.co/dkhgkmx4n1,11,10,Bradlay,None,None,None,None,11,219
667165590075940865,14,miniature_pinscher,0.140173,True,2015-11-19 02:20:46+00:00,this is churlie. aka fetty woof. lost eye saving a school bus full of toddlers from a tsunami. great guy. 10/10 https://t.co/li2xybvuay,10,10,Churlie,None,None,None,None,972,2380
667171260800061440,14,giant_schnauzer,0.8412649999999999,True,2015-11-19 02:43:18+00:00,say hello to kenneth. he likes reese's puffs. 10/10 https://t.co/6rhnrsbyoy,10,10,Kenneth,None,None,None,None,72,186
667174963120574464,14,toy_poodle,0.266437,True,2015-11-19 02:58:01+00:00,"this is clarence. his face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fgdwgukcbs",14,10,Clarence,None,None,None,None,70,218
667176164155375616,14,soft-coated_wheaten_terrier,0.318981,True,2015-11-19 03:02:47+00:00,these are strange dogs. all have toupees. long neck for dogs. in a shed of sorts? work in groups? 4/10 still petable https://t.co/pzxsarafsn,13,10,None,None,None,None,None,388,527
667177989038297088,14,vizsla,0.2592489999999999,True,2015-11-19 03:10:02+00:00,this is a dasani kingfisher from maine. his name is daryl. daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6lnmw,8,10,a,None,None,None,None,48,166
667182792070062081,14,golden_retriever,0.949892,True,2015-11-19 03:29:07+00:00,this is timison. he just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yyuhabwl,10,10,Timison,None,None,None,None,5277,12546
667188689915760640,14,vacuum,0.33582999999999996,False,2015-11-19 03:52:34+00:00,quite an advanced dog here. impressively dressed for canine. has weapon. about to take out trash. 10/10 good dog https://t.co/8ucmws9cbv,10,10,None,None,None,None,None,331,642
667192066997374976,14,Rottweiler,0.28364,True,2015-11-19 04:05:59+00:00,*takes several long deep breaths* omg omg omg omg omg omgsjybsnduywjo 12/10 https://t.co/qcugm5ydl6,12,10,None,None,None,None,None,86,331
667200525029539841,14,Siberian_husky,0.694904,True,2015-11-19 04:39:35+00:00,this is joshwa. he is a fuckboy supreme. he clearly relies on owner but doesn't respect them. dreamy eyes tho 11/10 https://t.co/60xyfratpz,11,10,Joshwa,None,None,None,None,228,544
667211855547486208,14,golden_retriever,0.462556,True,2015-11-19 05:24:37+00:00,this is genevieve. she is a golden retriever cocktail mix. comfortable close to wall. shows no emotions. 9/10 https://t.co/azeogqvonh,14,10,Genevieve,None,None,None,None,210,425
667369227918143488,14,teddy,0.709545,False,2015-11-19 15:49:57+00:00,here we have a neat pup. very white. cool shades. upcoming cruise? great dog 10/10 https://t.co/leavit37v1,10,10,None,None,None,None,None,145,328
667393430834667520,14,papillon,0.557009,True,2015-11-19 17:26:08+00:00,this is fwed. he is a canadian asian taylormade. was having a blast until pink spiky football attacked. 8/10 https://t.co/a37eglz5ws,8,10,Fwed,None,None,None,None,11,168
667405339315146752,14,Saint_Bernard,0.381377,True,2015-11-19 18:13:27+00:00,this is biden. biden just tripped... 7/10 https://t.co/3fm9pwlju1,10,10,Biden,None,None,None,None,197,411
667435689202614272,14,Rottweiler,0.999091,True,2015-11-19 20:14:03+00:00,ermergerd 12/10 https://t.co/pqni2sjpsm,12,10,None,None,None,None,None,76,266
667437278097252352,14,porcupine,0.9891539999999999,False,2015-11-19 20:20:22+00:00,never seen this breed before. very pointy pup. hurts when you cuddle. still cute tho. 10/10 https://t.co/97hubrvuox,10,10,None,None,None,None,None,198,396
667443425659232256,14,goose,0.9808150000000001,False,2015-11-19 20:44:47+00:00,exotic dog here. long neck. weird paws. obsessed with bread. waddles. flies sometimes (wow!). very happy dog. 6/10 https://t.co/rqo4i3nf2n,6,10,None,None,None,None,None,489,682
667453023279554560,14,Labrador_retriever,0.8256700000000001,True,2015-11-19 21:22:56+00:00,meet cupcake. i would do unspeakable things for cupcake. 11/10 https://t.co/6ulcwr9efa,11,10,Cupcake,None,None,None,None,74,279
667455448082227200,14,Tibetan_terrier,0.6763759999999999,True,2015-11-19 21:32:34+00:00,this is reese and twips. reese protects twips. both think they're too good for seat belts. simply reckless. 7/10s https://t.co/ulzri1drvk,10,10,Reese,None,None,None,None,53,171
667470559035432960,14,toy_poodle,0.304175,True,2015-11-19 22:32:36+00:00,this is a northern wahoo named kohl. he runs this town. chases tumbleweeds. draws gun wicked fast. 11/10 legendary https://t.co/j4vn2royfk,11,10,a,None,None,None,None,85,225
667491009379606528,14,borzoi,0.852088,True,2015-11-19 23:53:52+00:00,two dogs in this one. both are rare jujitsu pythagoreans. one slightly whiter than other. long legs. 7/10 and 8/10 https://t.co/itxxcc4v9y,10,10,None,None,None,None,None,190,459
667495797102141441,14,Chihuahua,0.143957,True,2015-11-20 00:12:54+00:00,this is philippe from soviet russia. commanding leader. misplaced other boot. hung flag himself. 9/10 charismatic af https://t.co/5nhpv8e45i,14,10,Philippe,None,None,None,None,231,457
667502640335572993,14,Labrador_retriever,0.9967089999999998,True,2015-11-20 00:40:05+00:00,say hello to hall and oates. oates is winking and hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5wtb5hvsl,11,10,Hall,None,None,None,None,194,484
667509364010450944,14,beagle,0.636169,True,2015-11-20 01:06:48+00:00,this a norwegian pewterschmidt named tickles. ears for days. 12/10 i care deeply for tickles https://t.co/0adf62kvp7,12,10,None,None,None,None,None,1867,6065
667517642048163840,14,Italian_greyhound,0.125176,True,2015-11-20 01:39:42+00:00,this is dook &amp; milo. dook is struggling to find who he really is and milo is terrified of what that might be. 8/10s https://t.co/fh5kflzbr0,8,10,Dook,None,None,None,None,166,332
667524857454854144,14,hare,0.447893,False,2015-11-20 02:08:22+00:00,another topnotch dog. his name is big jumpy rat. massive ass feet. superior tail. jumps high af. 12/10 great pup https://t.co/seesnzgsdm,12,10,None,None,None,None,None,968,1507
667530908589760512,14,golden_retriever,0.633037,True,2015-11-20 02:32:25+00:00,"meet naphaniel. he doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xorwyqtcmy",10,10,Naphaniel,None,None,None,None,206,412
667534815156183040,14,Pembroke,0.435254,True,2015-11-20 02:47:56+00:00,"this is frank (pronounced ""fronq""). too many boxing gloves, not enough passion. frank is a lover not a fighter. 8/10 https://t.co/cppxd28ipv",8,10,Frank,None,None,None,None,446,719
667538891197542400,14,Yorkshire_terrier,0.618957,True,2015-11-20 03:04:08+00:00,"this is a southwest coriander named klint. hat looks expensive. still on house arrest :(
9/10 https://t.co/iqtomqduie",14,10,a,None,None,None,None,58,176
667544320556335104,14,Pomeranian,0.41289300000000007,True,2015-11-20 03:25:43+00:00,"this is kial. kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwioiuqr",10,10,Kial,None,None,None,None,459,761
667546741521195010,14,toy_poodle,0.787424,True,2015-11-20 03:35:20+00:00,here is george. george took a selfie of his new man bun and that is downright epic. (also looks like rand paul) 9/10 https://t.co/afrtvsoiib,14,10,George,None,None,None,None,107,303
667549055577362432,14,electric_fan,0.984377,False,2015-11-20 03:44:31+00:00,never seen dog like this. breathes heavy. tilts head in a pattern. no bark. shitty at fetch. not even cordless. 1/10 https://t.co/i9isgnn3fx,14,10,None,None,None,None,None,1958,5109
667724302356258817,14,ibex,0.6190979999999999,False,2015-11-20 15:20:54+00:00,what a dog to start the day with. very calm. likes to chill by pond. corkscrews sticking out of head. obedient. 7/10 https://t.co/0nixptdwaz,10,10,None,None,None,None,None,269,424
667728196545200128,14,kuvasz,0.360159,True,2015-11-20 15:36:22+00:00,meet olive. he comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/lwrcwlwwpb,11,10,Olive,None,None,None,None,127,325
667766675769573376,14,fire_engine,0.8834930000000001,False,2015-11-20 18:09:16+00:00,this is calvin. he is a luxembourgian mayo. having issues with truck. has it under control tho. 9/10 responsible af https://t.co/3bbba7y8xe,14,10,Calvin,None,None,None,None,185,373
667773195014021121,14,West_Highland_white_terrier,0.3604649999999999,True,2015-11-20 18:35:10+00:00,this is a rare hungarian pinot named jessiga. she is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/zu0i0kjyqd,8,10,a,None,None,None,None,11,12
667782464991965184,14,lorikeet,0.466149,False,2015-11-20 19:12:01+00:00,super rare dog. endangered (?). thinks it's funny. mocks everything i say. colorful af. has wings (dope). 9/10 https://t.co/by8nqamz0x,14,10,None,None,None,None,None,211,363
667793409583771648,14,dalmatian,0.5350729999999999,True,2015-11-20 19:55:30+00:00,dogs only please. small cows and other non canines will not be tolerated. sick tattoos tho 8/10 https://t.co/s1z7mx4c9o,8,10,None,None,None,None,None,286,609
667801013445750784,14,flat-coated_retriever,0.508392,True,2015-11-20 20:25:43+00:00,omigod 12/10 https://t.co/svmf4frf1w,12,10,None,None,None,None,None,82,283
667806454573760512,14,toyshop,0.253089,False,2015-11-20 20:47:20+00:00,this is filup. he is overcome with joy after finally meeting his father. 10/10 https://t.co/tbmdjxjb75,10,10,Filup,None,None,None,None,417,931
667832474953625600,14,miniature_pinscher,0.21420000000000003,True,2015-11-20 22:30:44+00:00,"the eyes 12/10

i'm sorry. these are supposed to be funny but your dogs are too adorable https://t.co/z1xptgvlc7",12,10,None,None,None,None,None,55,255
667861340749471744,14,malamute,0.9672750000000001,True,2015-11-21 00:25:26+00:00,this is a shotokon macadamia mix named cheryl. sophisticated af. looks like a disappointed librarian. shh (lol) 9/10 https://t.co/j4gnj5swba,14,10,a,None,None,None,None,69,221
667866724293877760,14,jigsaw_puzzle,14.0,False,2015-11-21 00:46:50+00:00,this is shaggy. he knows exactly how to solve the puzzle but can't talk. all he wants to do is help. 10/10 great guy https://t.co/sbmwbfag6x,10,10,Shaggy,None,None,None,None,901,2717
667873844930215936,14,common_iguana,0.999647,False,2015-11-21 01:15:07+00:00,neat dog. lots of spikes. always in push-up position. laid a shit ton of eggs earlier. super stellar pup. 10/10 https://t.co/odqrl3zxye,10,10,None,None,None,None,None,340,553
667878741721415682,14,seat_belt,0.200373,False,2015-11-21 01:34:35+00:00,this is tedrick. he lives on the edge. needs someone to hit the gas tho. other than that he's a baller. 10&amp;2/10 https://t.co/lvp1ttyscn,2,10,Tedrick,None,None,None,None,101,349
667885044254572545,14,malamute,0.0885297,True,2015-11-21 01:59:37+00:00,meet stu. stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkyzqdked,10,10,Stu,None,None,None,None,400,728
667886921285246976,14,Pomeranian,0.800432,True,2015-11-21 02:07:05+00:00,this is erik. he's fucken massive. but also kind. let's people hug him for free. looks soft. 11/10 i would hug erik https://t.co/mt7q4adqs1,11,10,Erik,None,None,None,None,908,1648
667902449697558528,14,Norwegian_elkhound,0.298881,True,2015-11-21 03:08:47+00:00,this is cleopatricia. she is a northern paperback maple. set up hammock somehow. 9/10 would chill in hammock with https://t.co/sjehdgut0w,14,10,Cleopatricia,None,None,None,None,334,759
667911425562669056,14,frilled_lizard,0.257695,False,2015-11-21 03:44:27+00:00,wow. armored dog here. ready for battle. face looks dangerous. not very loyal. lil dog on back havin a blast. 5/10 https://t.co/symowrp368,5,10,None,None,None,None,None,246,431
667915453470232577,14,leatherback_turtle,0.452517,False,2015-11-21 04:00:28+00:00,meet otis. he is a peruvian quartzite. pic sponsored by planters. ears on point. killer sunglasses. 10/10 ily otis https://t.co/tiaabimljn,10,10,Otis,None,None,None,None,46,184
667924896115245057,14,Labrador_retriever,0.209051,True,2015-11-21 04:37:59+00:00,this is jiminy. he has always wanted to be a cheerleader. can jump high enough to get on other dog. go jiminy. 9/10 https://t.co/fw6kipfgd2,14,10,Jiminy,None,None,None,None,95,264
667937095915278337,14,hamster,0.17207800000000004,False,2015-11-21 05:26:27+00:00,this dog resembles a baked potato. bed looks uncomfortable. no tail. comes with butter tho. 3/10 petting still fun https://t.co/x89nscezcq,3,10,None,None,None,None,None,693,1116
668113020489474048,14,Pembroke,0.548896,True,2015-11-21 17:05:31+00:00,this is alfie. he's that one hypocritical gym teacher who made you run laps. great posture. cool bench. 6/10 https://t.co/gcjzm3ysfx,6,10,Alfie,None,None,None,None,208,585
668142349051129856,14,Angora,0.918834,False,2015-11-21 19:02:04+00:00,this lil pup is oliver. hops around. has wings but doesn't fly (lame). annoying chirp. won't catch tennis balls 2/10 https://t.co/dnhuw0abm2,2,10,None,None,None,None,None,239,510
668154635664932864,14,Arctic_fox,0.473584,False,2015-11-21 19:50:53+00:00,fun dogs here. top one clearly an athlete. bottom one very stable. not very soft tho. 9/10s would still cuddle both https://t.co/79shr36nsi,14,10,None,None,None,None,None,273,440
668171859951755264,14,Chihuahua,0.664834,True,2015-11-21 20:59:20+00:00,this is a trans siberian kellogg named alfonso. huge ass eyeballs. actually dobby from harry potter. 7/10 https://t.co/xpsehblaab,10,10,a,None,None,None,None,162,425
668190681446379520,14,Blenheim_spaniel,0.958402,True,2015-11-21 22:14:07+00:00,this is skittles. i would kidnap skittles. pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0poa9n2,12,10,Skittles,None,None,None,None,171,577
